family,map,field,p,n,amplitude,derivative,rate
tri,separable,represented_quadratic,3.0,8.0,0.7,yy,2.7879785296345307
tri,separable,represented_quadratic,3.0,8.0,0.7,xxx,1.595032270973037
tri,separable,represented_quadratic,3.0,8.0,0.7,xxy,1.5623296599644263
tri,separable,represented_quadratic,3.0,8.0,0.7,xyy,2.623609332266089
tri,separable,represented_quadratic,3.0,8.0,0.7,yyy,1.9055409698266315
tri,separable,represented_quadratic,4.0,4.0,0.7,x,3.4202534183826834
tri,separable,represented_quadratic,4.0,4.0,0.7,y,4.246740652276886
tri,separable,represented_quadratic,4.0,4.0,0.7,xx,2.5679855472733863
tri,separable,represented_quadratic,4.0,4.0,0.7,xy,2.6816880260927136
tri,separable,represented_quadratic,4.0,4.0,0.7,yy,3.3018962851266234
tri,separable,represented_quadratic,4.0,4.0,0.7,xxx,1.7543152013525496
tri,separable,represented_quadratic,4.0,4.0,0.7,xxy,1.8244271915331605
tri,separable,represented_quadratic,4.0,4.0,0.7,xyy,2.834166585535027
tri,separable,represented_quadratic,4.0,4.0,0.7,yyy,2.4717833196863443
tri,separable,represented_quadratic,4.0,8.0,0.7,x,4.079079057759552
tri,separable,represented_quadratic,4.0,8.0,0.7,y,4.6805065276207
tri,separable,represented_quadratic,4.0,8.0,0.7,xx,3.1573092451805977
tri,separable,represented_quadratic,4.0,8.0,0.7,xy,3.265797968576144
tri,separable,represented_quadratic,4.0,8.0,0.7,yy,3.6854069529637576
tri,separable,represented_quadratic,4.0,8.0,0.7,xxx,2.3393896238246663
tri,separable,represented_quadratic,4.0,8.0,0.7,xxy,2.3271483255211556
tri,separable,represented_quadratic,4.0,8.0,0.7,xyy,3.398959347138177
tri,separable,represented_quadratic,4.0,8.0,0.7,yyy,2.7972139795919793
