dimension,n,curved,field,order,method,max_scaled_error,max_absolute_error,max_nonzero_relative_error
3.0,2.0,1.0,constant,3.0,fe_geometry,1.6822673511854778e-10,1.6822673511854778e-10,nan
3.0,2.0,1.0,constant,4.0,recursive,4.297018103487638e-09,4.297018103487638e-09,nan
3.0,2.0,1.0,constant,4.0,direct,3.5915981107599167e-09,3.5915981107599167e-09,nan
3.0,2.0,1.0,constant,4.0,fe_geometry,3.591598110759914e-09,3.591598110759914e-09,nan
3.0,2.0,1.0,constant,5.0,recursive,3.905712921352117e-08,3.905712921352117e-08,nan
3.0,2.0,1.0,constant,5.0,direct,6.014725286171883e-08,6.014725286171883e-08,nan
3.0,2.0,1.0,constant,5.0,fe_geometry,6.014725286171875e-08,6.014725286171875e-08,nan
3.0,2.0,1.0,constant,6.0,recursive,7.722491803542909e-07,7.722491803542909e-07,nan
3.0,2.0,1.0,constant,6.0,direct,7.529341388683818e-07,7.529341388683818e-07,nan
3.0,2.0,1.0,constant,6.0,fe_geometry,7.529341388683788e-07,7.529341388683788e-07,nan
3.0,2.0,1.0,constant,7.0,recursive,1.405122211686951e-05,1.405122211686951e-05,nan
3.0,2.0,1.0,constant,7.0,direct,1.1503454563017845e-05,1.1503454563017845e-05,nan
3.0,2.0,1.0,constant,7.0,fe_geometry,1.1503454563017786e-05,1.1503454563017786e-05,nan
3.0,2.0,1.0,constant,8.0,recursive,0.0002373779658152979,0.0002373779658152979,nan
3.0,2.0,1.0,constant,8.0,direct,0.00011197895119616154,0.00011197895119616154,nan
3.0,2.0,1.0,constant,8.0,fe_geometry,0.00011197895119616166,0.00011197895119616166,nan
3.0,2.0,1.0,constant,9.0,recursive,0.0035038678042501963,0.0035038678042501963,nan
3.0,2.0,1.0,constant,9.0,direct,0.0012499307324738852,0.0012499307324738852,nan
3.0,2.0,1.0,constant,9.0,fe_geometry,0.0012499307324738836,0.0012499307324738836,nan
3.0,2.0,1.0,constant,10.0,recursive,0.06795931925678013,0.06795931925678013,nan
3.0,2.0,1.0,constant,10.0,direct,0.01663663648810339,0.01663663648810339,nan
3.0,2.0,1.0,constant,10.0,fe_geometry,0.01663663648810341,0.01663663648810341,nan
3.0,2.0,1.0,quintic,1.0,recursive,5.140332604014475e-14,5.140332604014475e-14,1.4358470960934288e-13
3.0,2.0,1.0,quintic,1.0,direct,1.1848855230311983e-12,1.1848855230311983e-12,3.3097360978525092e-12
3.0,2.0,1.0,quintic,1.0,fe_geometry,1.1848855230311983e-12,1.1848855230311983e-12,3.3097360978525092e-12
3.0,2.0,1.0,quintic,2.0,recursive,2.889133376982045e-12,2.889133376982045e-12,4.37747481360916e-12
3.0,2.0,1.0,quintic,2.0,direct,1.6977974581777744e-11,1.6977974581777744e-11,2.5724203911784464e-11
3.0,2.0,1.0,quintic,2.0,fe_geometry,1.697819662638267e-11,1.697819662638267e-11,2.5724540343004047e-11
3.0,2.0,1.0,quintic,3.0,recursive,3.2015131286774106e-11,7.683631508825783e-11,3.9496595294752775e-11
3.0,2.0,1.0,quintic,3.0,direct,7.603621436184465e-11,1.8248691446842713e-10,2.6647500130041726e-10
3.0,2.0,1.0,quintic,3.0,fe_geometry,7.603602932467389e-11,1.8248647037921728e-10,2.664076150343924e-10
3.0,2.0,1.0,quintic,4.0,recursive,6.212480648310196e-10,1.1767369301196595e-09,3235667.0043282276
3.0,2.0,1.0,quintic,4.0,direct,1.934553184312904e-09,1.934553184312904e-09,5828626.652514895
3.0,2.0,1.0,quintic,4.0,fe_geometry,1.9345576252050023e-09,1.9345576252050023e-09,5828587.705363823
3.0,2.0,1.0,quintic,5.0,recursive,1.4605979792310895e-08,1.4605979792310895e-08,253576038.06095308
3.0,2.0,1.0,quintic,5.0,direct,3.430679182502859e-08,3.430679182502859e-08,595604024.7400799
3.0,2.0,1.0,quintic,5.0,fe_geometry,3.430675577251129e-08,3.430675577251129e-08,595603398.8283211
3.0,2.0,1.0,quintic,6.0,recursive,2.194230649624542e-07,2.194230649624542e-07,1538337083.7969022
3.0,2.0,1.0,quintic,6.0,direct,3.4092381041083397e-07,3.4092381041083397e-07,1183763230.5931735
3.0,2.0,1.0,quintic,6.0,fe_geometry,3.409230710928476e-07,3.409230710928476e-07,1183760663.5168319
3.0,2.0,1.0,quintic,7.0,recursive,3.0963027486384436e-06,5.28880999439707e-06,23713682084.582897
3.0,2.0,1.0,quintic,7.0,direct,2.5894745743836494e-06,4.5789743401414285e-06,35451840407.02627
3.0,2.0,1.0,quintic,7.0,fe_geometry,2.5894757065977513e-06,4.578974990288032e-06,35451622127.401985
3.0,2.0,1.0,quintic,8.0,recursive,5.9143533336353596e-05,0.00010551212475462535,112450003549.1495
3.0,2.0,1.0,quintic,8.0,direct,4.029533094381032e-05,4.440590522136745e-05,107328865931.96872
3.0,2.0,1.0,quintic,8.0,fe_geometry,4.029533694753685e-05,4.4405898956156875e-05,107328266140.41562
3.0,2.0,1.0,quintic,9.0,recursive,0.0019149512131930863,0.002526255325399518,637830288108.8302
3.0,2.0,1.0,quintic,9.0,direct,0.00037334902521453525,0.00037334902521453525,460924705308.1118
3.0,2.0,1.0,quintic,9.0,fe_geometry,0.0003733490279150152,0.0003733490279150152,460924557821.12445
3.0,2.0,1.0,quintic,10.0,recursive,0.02855360169354974,0.06230044093035758,1023539982927.8448
3.0,2.0,1.0,quintic,10.0,direct,0.0042612848088591955,0.004414154093176137,1312465361331.3083
3.0,2.0,1.0,quintic,10.0,fe_geometry,0.00426128502933713,0.004414154945848736,1312458116349.3074
3.0,8.0,1.0,constant,1.0,recursive,6.616323102938978e-13,6.616323102938978e-13,nan
3.0,8.0,1.0,constant,1.0,direct,1.5842880213207866e-11,1.5842880213207866e-11,nan
3.0,8.0,1.0,constant,1.0,fe_geometry,1.584288021320786e-11,1.584288021320786e-11,nan
3.0,8.0,1.0,constant,2.0,recursive,1.4889521179326324e-10,1.4889521179326324e-10,nan
3.0,8.0,1.0,constant,2.0,direct,5.243273414242143e-10,5.243273414242143e-10,nan
3.0,8.0,1.0,constant,2.0,fe_geometry,5.243273414242138e-10,5.243273414242138e-10,nan
3.0,8.0,1.0,constant,3.0,recursive,1.6302689295361362e-08,1.6302689295361362e-08,nan
3.0,8.0,1.0,constant,3.0,direct,1.0721237928008167e-08,1.0721237928008167e-08,nan
3.0,8.0,1.0,constant,3.0,fe_geometry,1.0721237928008174e-08,1.0721237928008174e-08,nan
3.0,8.0,1.0,constant,4.0,recursive,1.0478002867893281e-06,1.0478002867893281e-06,nan
3.0,8.0,1.0,constant,4.0,direct,9.575421458304445e-07,9.575421458304445e-07,nan
3.0,8.0,1.0,constant,4.0,fe_geometry,9.575421458304436e-07,9.575421458304436e-07,nan
3.0,8.0,1.0,constant,5.0,recursive,3.8404489214569076e-05,3.8404489214569076e-05,nan
3.0,8.0,1.0,constant,5.0,direct,6.408061432515078e-05,6.408061432515078e-05,nan
3.0,8.0,1.0,constant,5.0,fe_geometry,6.408061432515059e-05,6.408061432515059e-05,nan
3.0,8.0,1.0,constant,6.0,recursive,0.0030699548061332333,0.0030699548061332333,nan
3.0,8.0,1.0,constant,6.0,direct,0.0034164542378587633,0.0034164542378587633,nan
3.0,8.0,1.0,constant,6.0,fe_geometry,0.003416454237858779,0.003416454237858779,nan
3.0,8.0,1.0,constant,7.0,recursive,0.19417116490372158,0.19417116490372158,nan
3.0,8.0,1.0,constant,7.0,direct,0.20560461556087667,0.20560461556087667,nan
3.0,8.0,1.0,constant,7.0,fe_geometry,0.2056046155608779,0.2056046155608779,nan
3.0,8.0,1.0,constant,8.0,recursive,14.60847233520324,14.60847233520324,nan
3.0,8.0,1.0,constant,8.0,direct,9.530254300551515,9.530254300551515,nan
3.0,8.0,1.0,constant,8.0,fe_geometry,9.530254300551352,9.530254300551352,nan
3.0,8.0,1.0,constant,9.0,recursive,894.5266755519773,894.5266755519773,nan
3.0,8.0,1.0,constant,9.0,direct,369.17247471264614,369.17247471264614,nan
3.0,8.0,1.0,constant,9.0,fe_geometry,369.1724747126472,369.1724747126472,nan
3.0,8.0,1.0,constant,10.0,recursive,65472.93561163297,65472.93561163297,nan
3.0,8.0,1.0,constant,10.0,direct,16536.46412573143,16536.46412573143,nan
3.0,8.0,1.0,constant,10.0,fe_geometry,16536.464125731734,16536.464125731734,nan
3.0,8.0,1.0,quintic,1.0,recursive,2.4313884239290928e-14,2.4313884239290928e-14,1.7351567699761591e-13
3.0,8.0,1.0,quintic,1.0,direct,6.385447726131588e-13,6.385447726131588e-13,4.55696537101273e-12
3.0,8.0,1.0,quintic,1.0,fe_geometry,6.385725281887744e-13,6.385725281887744e-13,4.557163448269577e-12
3.0,8.0,1.0,quintic,2.0,recursive,5.732636587651996e-12,5.732636587651996e-12,1.4154658241116038e-11
3.0,8.0,1.0,quintic,2.0,direct,2.975891755241378e-11,2.975891755241378e-11,7.347880877139203e-11
3.0,8.0,1.0,quintic,2.0,fe_geometry,2.975941715277486e-11,2.975941715277486e-11,7.348004235253051e-11
3.0,8.0,1.0,quintic,3.0,recursive,2.6142255027394867e-10,6.274141206574768e-10,1.6439938594669592e-08
3.0,8.0,1.0,quintic,3.0,direct,4.902451951338538e-10,1.001202676320645e-09,1.074538779043709e-07
3.0,8.0,1.0,quintic,3.0,fe_geometry,4.90136252764839e-10,1.0011986795177563e-09,1.0742999948570423e-07
3.0,8.0,1.0,quintic,4.0,recursive,1.7323747311670523e-08,3.9688583086672224e-08,1.5276673114347903e-07
3.0,8.0,1.0,quintic,4.0,direct,5.2623732038625803e-08,5.2623732038625803e-08,1.3348424805234233e-07
3.0,8.0,1.0,quintic,4.0,fe_geometry,5.262205371447948e-08,5.262205371447948e-08,1.3348640021086428e-07
3.0,8.0,1.0,quintic,5.0,recursive,1.490443699403432e-06,1.490443699403432e-06,5.186093544974448e-06
3.0,8.0,1.0,quintic,5.0,direct,3.632607779913144e-06,3.632607779913144e-06,9.8235425805164e-06
3.0,8.0,1.0,quintic,5.0,fe_geometry,3.632618530813314e-06,3.632618530813314e-06,9.823571653824613e-06
3.0,8.0,1.0,quintic,6.0,recursive,8.080193908488464e-05,9.01157584125567e-05,0.0002506245629774125
3.0,8.0,1.0,quintic,6.0,direct,0.00010472143415964033,0.00014279420631102546,0.0006818597494093517
3.0,8.0,1.0,quintic,6.0,fe_geometry,0.0001047214243531536,0.00014279406846817722,0.0006818590302632575
3.0,8.0,1.0,quintic,7.0,recursive,0.005104943489701798,0.0085814327379925,0.01863735636813633
3.0,8.0,1.0,quintic,7.0,direct,0.006622044120975251,0.008961564191696691,0.039389087889438436
3.0,8.0,1.0,quintic,7.0,fe_geometry,0.00662204288845869,0.008961564007187395,0.03938908055821227
3.0,8.0,1.0,quintic,8.0,recursive,0.3346929350501774,0.5102482276333102,0.4012387233933661
3.0,8.0,1.0,quintic,8.0,direct,0.39984409534137827,0.39984409534137827,0.4793436537496609
3.0,8.0,1.0,quintic,8.0,fe_geometry,0.3998440950880155,0.3998440950880155,0.47934365344592295
3.0,8.0,1.0,quintic,9.0,recursive,20.952132588906128,41.7176126565464,16.6086595610595
3.0,8.0,1.0,quintic,9.0,direct,14.388610591355526,14.388610591355526,4.032917958038895
3.0,8.0,1.0,quintic,9.0,fe_geometry,14.388610537589823,14.388610537589823,4.0329192369351725
3.0,8.0,1.0,quintic,10.0,recursive,2603.648401060762,2603.648401060762,209.96713515716107
3.0,8.0,1.0,quintic,10.0,direct,363.7886383914083,363.7886383914083,16.61185025503231
3.0,8.0,1.0,quintic,10.0,fe_geometry,363.78863835710104,363.78863835710104,16.611853370442404
3.0,32.0,1.0,constant,1.0,recursive,2.893252913573955e-12,2.893252913573955e-12,nan
3.0,32.0,1.0,constant,1.0,direct,6.337152085283147e-11,6.337152085283147e-11,nan
3.0,32.0,1.0,constant,1.0,fe_geometry,6.337152085283145e-11,6.337152085283145e-11,nan
3.0,32.0,1.0,constant,2.0,recursive,2.3258063449953463e-09,2.3258063449953463e-09,nan
3.0,32.0,1.0,constant,2.0,direct,8.389237462787428e-09,8.389237462787428e-09,nan
3.0,32.0,1.0,constant,2.0,fe_geometry,8.389237462787432e-09,8.389237462787432e-09,nan
3.0,32.0,1.0,constant,3.0,recursive,9.553905179764613e-07,9.553905179764613e-07,nan
3.0,32.0,1.0,constant,3.0,direct,6.854063348216872e-07,6.854063348216872e-07,nan
3.0,32.0,1.0,constant,3.0,fe_geometry,6.854063348216877e-07,6.854063348216877e-07,nan
3.0,32.0,1.0,constant,4.0,recursive,0.00023704315709310734,0.00023704315709310734,nan
3.0,32.0,1.0,constant,4.0,direct,0.0002472234556906001,0.0002472234556906001,nan
3.0,32.0,1.0,constant,4.0,fe_geometry,0.0002472234556905999,0.0002472234556905999,nan
3.0,32.0,1.0,constant,5.0,recursive,0.03405409820861293,0.03405409820861293,nan
3.0,32.0,1.0,constant,5.0,direct,0.06617116952139993,0.06617116952139993,nan
3.0,32.0,1.0,constant,5.0,fe_geometry,0.0661711695213998,0.0661711695213998,nan
3.0,32.0,1.0,constant,6.0,recursive,12.294885577109453,12.294885577109453,nan
3.0,32.0,1.0,constant,6.0,direct,14.420449430865286,14.420449430865286,nan
3.0,32.0,1.0,constant,6.0,fe_geometry,14.420449430865222,14.420449430865222,nan
3.0,32.0,1.0,constant,7.0,recursive,3036.12386399183,3036.12386399183,nan
3.0,32.0,1.0,constant,7.0,direct,3454.80471838306,3454.80471838306,nan
3.0,32.0,1.0,constant,7.0,fe_geometry,3454.8047183830245,3454.8047183830245,nan
3.0,32.0,1.0,constant,8.0,recursive,983614.5115626833,983614.5115626833,nan
3.0,32.0,1.0,constant,8.0,direct,654520.4899334398,654520.4899334398,nan
3.0,32.0,1.0,constant,8.0,fe_geometry,654520.4899334237,654520.4899334237,nan
3.0,32.0,1.0,constant,9.0,recursive,249235548.86160904,249235548.86160904,nan
3.0,32.0,1.0,constant,9.0,direct,99142877.35408603,99142877.35408603,nan
3.0,32.0,1.0,constant,9.0,fe_geometry,99142877.3540857,99142877.3540857,nan
3.0,32.0,1.0,constant,10.0,recursive,90097127747.68901,90097127747.68901,nan
3.0,32.0,1.0,constant,10.0,direct,18196652302.924694,18196652302.924694,nan
3.0,32.0,1.0,constant,10.0,fe_geometry,18196652302.925735,18196652302.925735,nan
3.0,32.0,1.0,quintic,1.0,recursive,5.620504062164855e-14,5.620504062164855e-14,5.577366617234682e-13
3.0,32.0,1.0,quintic,1.0,direct,1.2803785809367696e-12,1.2803785809367696e-12,1.2705516579572569e-11
3.0,32.0,1.0,quintic,1.0,fe_geometry,1.2804618476636165e-12,1.2804618476636165e-12,1.2706342856108455e-11
3.0,32.0,1.0,quintic,2.0,recursive,4.581091062050291e-11,4.581091062050291e-11,1.2893132276658693e-10
3.0,32.0,1.0,quintic,2.0,direct,1.935331894742376e-10,1.935331894742376e-10,6.698871820609818e-10
3.0,32.0,1.0,quintic,2.0,fe_geometry,1.9353829650015086e-10,1.9353829650015086e-10,6.697513957190255e-10
3.0,32.0,1.0,quintic,3.0,recursive,7.833906301435435e-09,1.880137512344504e-08,6.403057760612518e-08
3.0,32.0,1.0,quintic,3.0,direct,1.4418280139261164e-08,1.7114548001018193e-08,2.0346426010816838e-07
3.0,32.0,1.0,quintic,3.0,fe_geometry,1.4413452056882825e-08,1.7114483163993555e-08,2.0339612838931134e-07
3.0,32.0,1.0,quintic,4.0,recursive,2.684090576465792e-06,4.630331929433851e-06,1.9747593696537193e-05
3.0,32.0,1.0,quintic,4.0,direct,5.583409027176689e-06,5.583409027176689e-06,2.1153019709719803e-05
3.0,32.0,1.0,quintic,4.0,fe_geometry,5.583133391051653e-06,5.583133391051653e-06,2.1128833044160683e-05
3.0,32.0,1.0,quintic,5.0,recursive,0.0006492012248591195,0.000654338096040874,0.0024939816661034846
3.0,32.0,1.0,quintic,5.0,direct,0.0015135916303441466,0.0015135916303441466,0.005590543892622689
3.0,32.0,1.0,quintic,5.0,fe_geometry,0.001513595210315244,0.001513595210315244,0.005590179785964578
3.0,32.0,1.0,quintic,6.0,recursive,0.20984278105590126,0.2230891066100551,0.5287695194861101
3.0,32.0,1.0,quintic,6.0,direct,0.2224476993251738,0.2977076045428009,1.818805586063291
3.0,32.0,1.0,quintic,6.0,fe_geometry,0.22244758622385807,0.2977074531763364,1.818806208034923
3.0,32.0,1.0,quintic,7.0,recursive,54.74737102465063,63.08852444494852,133.85346933443245
3.0,32.0,1.0,quintic,7.0,direct,56.51181381954707,72.75905502882748,220.43061886383944
3.0,32.0,1.0,quintic,7.0,fe_geometry,56.5118165800426,72.75905835166357,220.43062963145945
3.0,32.0,1.0,quintic,8.0,recursive,17175.29168846127,17175.29168846127,9339.559203051247
3.0,32.0,1.0,quintic,8.0,direct,10556.309958195254,13410.660658224806,10556.309958195254
3.0,32.0,1.0,quintic,8.0,fe_geometry,10556.309956851897,13410.660656518216,10556.309956851897
3.0,32.0,1.0,quintic,9.0,recursive,4130814.712437447,5380815.692634765,1189746.6852994682
3.0,32.0,1.0,quintic,9.0,direct,1907892.5470871553,1907892.5470871553,558354.3390493757
3.0,32.0,1.0,quintic,9.0,fe_geometry,1907892.5471208678,1907892.5471208678,558354.3392124466
3.0,32.0,1.0,quintic,10.0,recursive,1150234582.2531228,1793069626.768985,64468195.25155406
3.0,32.0,1.0,quintic,10.0,direct,324484948.9124148,324484948.9124148,10327509.713504845
3.0,32.0,1.0,quintic,10.0,fe_geometry,324484948.909592,324484948.909592,10327509.713707943
