dimension,n,curved,field,method,order,max_absolute_error,max_scaled_error,max_element_scaled_error,discrete_relative_l2
2,32,0,quintic,fe_geometry,2,7.404410418132557e-12,7.404410418132557e-12,7.230869548957575e-15,5.7509723136797056e-12
2,32,0,quintic,reused,2,6.141753772226366e-13,6.141753772226366e-13,5.997806418189811e-16,6.685630875573338e-13
2,32,0,quintic,reused_centered,2,3.7925218521195347e-13,3.7925218521195347e-13,3.703634621210483e-16,3.7928155295331864e-13
2,32,0,quintic,recursive,3,5.399023450536333e-10,4.319218760429066e-10,1.6476511995044962e-14,6.715289139583869e-11
2,32,0,quintic,direct,3,7.684834990584477e-10,6.147867992467581e-10,2.3452255220289542e-14,7.99102967819053e-11
2,32,0,quintic,fe_geometry,3,8.818317187575531e-10,7.054653750060424e-10,2.6911368370286654e-14,1.2021859278581824e-10
2,32,0,quintic,reused,3,9.04019081815477e-11,3.658362501823831e-11,2.7588472955794585e-15,1.3848010519562176e-11
2,32,0,quintic,reused_centered,3,1.0692868812611778e-10,5.0841886256591806e-11,3.263204593692559e-15,1.233024671822212e-11
2,32,0,quintic,recursive,4,1.5198831486699727e-07,1.5198831486699727e-07,1.449473522825215e-13,2.5980066801216484e-09
2,32,0,quintic,direct,4,1.539746499021659e-07,1.539746499021659e-07,1.4684166898933973e-13,2.4453379537076563e-09
2,32,0,quintic,fe_geometry,4,1.704416918220758e-07,1.704416918220758e-07,1.6254586393554288e-13,2.853744445226707e-09
2,32,0,quintic,reused,4,2.521883502026867e-08,1.9581590421316495e-09,2.4050555248516722e-14,6.646618981014205e-10
2,32,0,quintic,reused_centered,4,2.1184948018060368e-08,5.296237004515092e-09,2.0203540819225662e-14,5.025964536672176e-10
2,32,0,quintic,recursive,5,3.299782148592743e-05,3.299782148592743e-05,9.834117140152284e-13,1.679667411523753e-07
2,32,0,quintic,direct,5,3.159408491281283e-05,3.159408491281283e-05,9.415771041158684e-13,1.6205650630662716e-07
2,32,0,quintic,fe_geometry,5,3.613074973642729e-05,3.613074973642729e-05,1.0767802517541434e-12,1.805447455842123e-07
2,32,0,quintic,reused,5,4.018074349687595e-06,1.2581474210109255e-06,1.197479471471189e-13,2.136080636600359e-08
2,32,0,quintic,reused_centered,5,5.623742845036296e-06,5.623742845036296e-06,1.6760059729326653e-13,3.128786934902704e-08
2,32,0,quintic,recursive,6,0.006125498998286601,0.006125498998286601,5.704815497888812e-12,nan
2,32,0,quintic,direct,6,0.0066813932273484524,0.0066813932273484524,6.222532342512582e-12,nan
2,32,0,quintic,fe_geometry,6,0.007313916866916949,0.007313916866916949,6.811615887020667e-12,nan
2,32,0,quintic,reused,6,0.0003361705345592331,0.0003361705345592331,3.1308320775556666e-13,nan
2,32,0,quintic,reused_centered,6,0.0016905090787381187,0.0016905090787381187,1.5744092676212254e-12,nan
2,32,0,quintic,recursive,7,1.1882728532650877,1.1882728532650877,3.458329165776632e-11,nan
2,32,0,quintic,direct,7,0.8379142808908223,0.8379142808908223,2.4386515168322434e-11,nan
2,32,0,quintic,fe_geometry,7,0.8730863352515333,0.8730863352515333,2.541015667525159e-11,nan
2,32,0,quintic,reused,7,0.07919677298570535,0.07919677298570535,2.3049294536963964e-12,nan
2,32,0,quintic,reused_centered,7,0.4644029437338708,0.4644029437338708,1.3515904538038618e-11,nan
2,32,0,quintic,recursive,8,257.2929109149748,257.2929109149748,2.340065392809036e-10,nan
2,32,0,quintic,direct,8,115.56274088287357,115.56274088287357,1.0510370055533128e-10,nan
2,32,0,quintic,fe_geometry,8,125.03188691067682,125.03188691067682,1.137158386979325e-10,nan
2,32,0,quintic,reused,8,20.678997618252517,20.678997618252517,1.8807438771775666e-11,nan
2,32,0,quintic,reused_centered,8,121.36489520670855,121.36489520670855,1.1038072917172808e-10,nan
2,32,0,quintic,recursive,9,36681.540387987814,36681.540387987814,1.0425520823670187e-09,nan
2,32,0,quintic,direct,9,15802.078938354496,15802.078938354496,4.4912209598221853e-10,nan
2,32,0,quintic,fe_geometry,9,16392.655094079077,16392.655094079077,4.659072798767476e-10,nan
2,32,0,quintic,reused,9,5468.866085879476,5468.866085879476,1.5543452280665734e-10,nan
2,32,0,quintic,reused_centered,9,17508.270044350014,17508.270044350014,4.976149638295628e-10,nan
2,32,0,quintic,recursive,10,2780710.555667639,2780710.555667639,2.4697671069763405e-09,nan
2,32,0,quintic,direct,10,1062239.0044921876,1062239.0044921876,9.434577603537054e-10,nan
2,32,0,quintic,fe_geometry,10,1055759.4719665723,1055759.4719665723,9.377027793947089e-10,nan
2,32,0,quintic,reused,10,1507535.528843001,1507535.528843001,1.3389605236495692e-09,nan
2,32,0,quintic,reused_centered,10,1183100.688303116,1183100.688303116,1.050804499683192e-09,nan
2,2,1,constant,recursive,1,7.454798722819259e-14,7.454798722819259e-14,3.7273993614096297e-14,nan
2,2,1,constant,direct,1,3.4928166835601884e-14,3.4928166835601884e-14,1.7464083417800942e-14,nan
2,2,1,constant,fe_geometry,1,3.492816683560159e-14,3.492816683560159e-14,1.7464083417800794e-14,nan
2,2,1,constant,reused,1,1.9083734971613882e-15,1.9083734971613882e-15,9.541867485806941e-16,nan
2,2,1,constant,reused_centered,1,7.103287967646354e-15,7.103287967646354e-15,3.551643983823177e-15,nan
2,2,1,constant,recursive,2,2.1882961832373195e-12,2.1882961832373195e-12,5.470740458093299e-13,nan
2,2,1,constant,direct,2,7.109993345251571e-13,7.109993345251571e-13,1.7774983363128928e-13,nan
2,2,1,constant,fe_geometry,2,7.109993345251456e-13,7.109993345251456e-13,1.777498336312864e-13,nan
2,2,1,constant,reused,2,5.5148246372942453e-14,5.5148246372942453e-14,1.3787061593235613e-14,nan
2,2,1,constant,reused_centered,2,1.2487537776090313e-13,1.2487537776090313e-13,3.121884444022578e-14,nan
2,2,1,constant,recursive,3,3.4322193531864717e-11,3.4322193531864717e-11,4.2902741914830896e-12,nan
2,2,1,constant,direct,3,1.1136636932876602e-11,1.1136636932876602e-11,1.3920796166095753e-12,nan
2,2,1,constant,fe_geometry,3,1.1136636932876126e-11,1.1136636932876126e-11,1.3920796166095157e-12,nan
2,2,1,constant,reused,3,1.018757778601489e-12,1.018757778601489e-12,1.2734472232518612e-13,nan
2,2,1,constant,reused_centered,3,9.891019194598169e-13,9.891019194598169e-13,1.236377399324771e-13,nan
2,2,1,constant,recursive,4,3.319631103218114e-10,3.319631103218114e-10,2.0747694395113214e-11,nan
2,2,1,constant,direct,4,1.0305026561276621e-10,1.0305026561276621e-10,6.440641600797888e-12,nan
2,2,1,constant,fe_geometry,4,1.0305026561276335e-10,1.0305026561276335e-10,6.4406416007977095e-12,nan
2,2,1,constant,reused,4,8.042485707086226e-12,8.042485707086226e-12,5.026553566928891e-13,nan
2,2,1,constant,reused_centered,4,1.3056631410313083e-11,1.3056631410313083e-11,8.160394631445677e-13,nan
2,2,1,constant,recursive,5,4.869232685138642e-09,4.869232685138642e-09,1.5216352141058255e-10,nan
2,2,1,constant,direct,5,2.0324910877773334e-09,2.0324910877773334e-09,6.351534649304167e-11,nan
2,2,1,constant,fe_geometry,5,2.032491087777232e-09,2.032491087777232e-09,6.35153464930385e-11,nan
2,2,1,constant,reused,5,1.3557073060270923e-10,1.3557073060270923e-10,4.236585331334663e-12,nan
2,2,1,constant,reused_centered,5,2.0752653359791628e-10,2.0752653359791628e-10,6.485204174934884e-12,nan
2,2,1,constant,recursive,6,5.567542130530999e-08,5.567542130530999e-08,8.699284578954686e-10,nan
2,2,1,constant,direct,6,2.5925737309322624e-08,2.5925737309322624e-08,4.05089645458166e-10,nan
2,2,1,constant,fe_geometry,6,2.5925737309320963e-08,2.5925737309320963e-08,4.0508964545814005e-10,nan
2,2,1,constant,reused,6,2.037160425341093e-09,2.037160425341093e-09,3.183063164595458e-11,nan
2,2,1,constant,reused_centered,6,3.648304052501669e-09,3.648304052501669e-09,5.700475082033858e-11,nan
2,2,1,constant,recursive,7,8.866243085387541e-07,8.866243085387541e-07,6.926752410459017e-09,nan
2,2,1,constant,direct,7,4.0310416577453717e-07,4.0310416577453717e-07,3.1492512951135716e-09,nan
2,2,1,constant,fe_geometry,7,4.0310416577449376e-07,4.0310416577449376e-07,3.1492512951132325e-09,nan
2,2,1,constant,reused,7,2.650979214821998e-08,2.650979214821998e-08,2.071077511579686e-10,nan
2,2,1,constant,reused_centered,7,4.3352227600777526e-08,4.3352227600777526e-08,3.386892781310744e-10,nan
2,2,1,constant,recursive,8,1.4164096286818813e-05,1.4164096286818813e-05,5.532850112038599e-08,nan
2,2,1,constant,direct,8,6.522879827221763e-06,6.522879827221763e-06,2.5479999325085012e-08,nan
2,2,1,constant,fe_geometry,8,6.522879827221645e-06,6.522879827221645e-06,2.5479999325084552e-08,nan
2,2,1,constant,reused,8,5.794473766934114e-07,5.794473766934114e-07,2.263466315208638e-09,nan
2,2,1,constant,reused_centered,8,9.32156562847634e-07,9.32156562847634e-07,3.6412365736235705e-09,nan
2,2,1,constant,recursive,9,0.00021757474685536542,0.00021757474685536542,4.249506774518856e-07,nan
2,2,1,constant,direct,9,0.0001285698047551653,0.0001285698047551653,2.511128999124322e-07,nan
2,2,1,constant,fe_geometry,9,0.00012856980475515578,0.00012856980475515578,2.5111289991241363e-07,nan
2,2,1,constant,reused,9,1.3939194459740978e-05,1.3939194459740978e-05,2.7224989179181598e-08,nan
2,2,1,constant,reused_centered,9,2.1958785931790526e-05,2.1958785931790526e-05,4.288825377302837e-08,nan
2,2,1,constant,recursive,10,0.0033048861386975738,0.0033048861386975738,3.2274278698218494e-06,nan
2,2,1,constant,direct,10,0.0029493099428371736,0.0029493099428371736,2.8801854910519273e-06,nan
2,2,1,constant,fe_geometry,10,0.0029493099428370226,0.0029493099428370226,2.88018549105178e-06,nan
2,2,1,constant,reused,10,0.00036646131255156406,0.00036646131255156406,3.578723755386368e-07,nan
2,2,1,constant,reused_centered,10,0.0005694729554556203,0.0005694729554556203,5.561259330621292e-07,nan
2,2,1,quintic,recursive,1,0.0007980874667421894,0.0007980874667421894,0.0003990437333710947,0.0008263219873445757
2,2,1,quintic,direct,1,2.0566881531181025e-14,2.0566881531181025e-14,1.0283440765590512e-14,2.3337108402159306e-14
2,2,1,quintic,fe_geometry,1,2.6256774532384952e-14,2.6256774532384952e-14,1.3128387266192476e-14,2.918299796172908e-14
2,2,1,quintic,reused,1,2.1094237467877974e-15,2.1094237467877974e-15,1.0547118733938987e-15,3.2223969504377017e-15
2,2,1,quintic,reused_centered,1,1.4432899320127035e-15,1.4432899320127035e-15,7.216449660063518e-16,2.332614821929514e-15
2,2,1,quintic,recursive,2,0.032805900529652376,0.032805900529652376,0.008201475132413094,0.004912519562100058
2,2,1,quintic,direct,2,1.580957587066223e-13,1.580957587066223e-13,3.952393967665557e-14,3.331223511301438e-14
2,2,1,quintic,fe_geometry,2,2.1133095273739855e-13,2.1133095273739855e-13,5.283273818434964e-14,4.2916175457148324e-14
2,2,1,quintic,reused,2,3.730349362740526e-14,1.8520572509687563e-14,9.325873406851315e-15,7.244773872200672e-15
2,2,1,quintic,reused_centered,2,3.2862601528904634e-14,8.072273854442958e-15,8.215650382226158e-15,4.901262111593837e-15
2,2,1,quintic,recursive,3,0.6401268583826301,0.3927250571718347,0.08001585729782876,0.012580267666483385
2,2,1,quintic,direct,3,3.339550858072471e-12,2.0238298634341953e-12,4.1744385725905886e-13,7.807025539682877e-14
2,2,1,quintic,fe_geometry,3,3.47455397786689e-12,2.4692482072113597e-12,4.3431924723336124e-13,9.478184193364574e-14
2,2,1,quintic,reused,3,3.907985046680551e-13,7.133225910003712e-14,4.884981308350689e-14,1.0216703299955477e-14
2,2,1,quintic,reused_centered,3,2.1382895454280515e-13,2.1382895454280515e-13,2.6728619317850644e-14,5.11688131385123e-15
2,2,1,quintic,recursive,4,5.257717521198931,0.43297520082658913,0.32860734507493317,0.014803228039444033
2,2,1,quintic,direct,4,2.318456537864222e-11,9.39428469777882e-12,1.4490353361651387e-12,1.0045134033838372e-13
2,2,1,quintic,fe_geometry,4,3.518607627484016e-11,1.060638080987563e-11,2.19912976717751e-12,1.217015671940938e-13
2,2,1,quintic,reused,4,1.3585577107733116e-11,6.609306739506504e-13,8.490985692333197e-13,3.085808705765635e-14
2,2,1,quintic,reused_centered,4,1.1198153515579179e-11,1.366667157270675e-12,6.998845947236987e-13,2.7015079653448526e-14
2,2,1,quintic,recursive,5,187.62230426437554,0.15133043538159274,5.863197008261736,0.04311028567110263
2,2,1,quintic,direct,5,5.297806637827307e-10,4.639550842671408e-11,1.6555645743210334e-11,1.921569479205458e-13
2,2,1,quintic,fe_geometry,5,7.22138793207705e-10,4.9449316075779774e-11,2.2566837287740782e-11,2.4746448179298116e-13
2,2,1,quintic,reused,5,4.0517988963983953e-10,4.2821605832216215e-12,1.2661871551244985e-11,9.058374268252431e-14
2,2,1,quintic,reused_centered,5,4.192770575173199e-10,5.328497361162612e-12,1.3102408047416247e-11,9.06335312152017e-14
2,2,1,quintic,recursive,6,3124.8886728159705,0.236027711062279,48.82638551274954,0.06583341458515975
2,2,1,quintic,direct,6,9.40781319513917e-09,1.7828083060919084e-10,1.4699708117404953e-10,2.47922089394108e-13
2,2,1,quintic,fe_geometry,6,1.4799297787249088e-08,1.8327768383359307e-10,2.31239027925767e-10,3.325221250623158e-13
2,2,1,quintic,reused,6,1.070293365046382e-08,2.1487059083172578e-11,1.6723333828849718e-10,1.9095543916368555e-13
2,2,1,quintic,reused_centered,6,1.1670636013150215e-08,2.639111688382616e-11,1.823536877054721e-10,1.9834508553748471e-13
2,2,1,quintic,recursive,7,35572.70492957905,0.28962408674658585,277.9117572623363,0.055248340224784226
2,2,1,quintic,direct,7,1.4336546882987022e-07,4.451518335207405e-10,1.1200427252333611e-09,2.5570300975744e-13
2,2,1,quintic,fe_geometry,7,2.743327058851719e-07,4.774136177225283e-10,2.1432242647279054e-09,3.6471376220436297e-13
2,2,1,quintic,reused,7,2.805609256029129e-07,5.7990213812511054e-11,2.191882231272757e-09,3.2844645518097195e-13
2,2,1,quintic,reused_centered,7,3.1420495361089706e-07,2.7226833050956293e-11,2.4547262000851333e-09,3.512130111151823e-13
2,2,1,quintic,recursive,8,3850498.022226367,0.24621563647250957,15041.007899321747,0.23406248941796098
2,2,1,quintic,direct,8,2.8274953365325928e-06,5.494748723862909e-10,1.104490365833044e-08,2.5761540065833826e-13
2,2,1,quintic,fe_geometry,8,5.33275306224823e-06,5.218991244082996e-10,2.083106664940715e-08,3.75999029000256e-13
2,2,1,quintic,reused,8,7.634982466697693e-06,8.56587096463403e-11,2.982415026053786e-08,4.853396443862874e-13
2,2,1,quintic,reused_centered,8,8.689239621162415e-06,1.3322513732197056e-10,3.394234227016568e-08,5.31976568953873e-13
2,2,1,quintic,recursive,9,162729059.7005077,0.4778910863084637,317830.1947275541,0.4670708903699173
2,2,1,quintic,direct,9,6.490945816040039e-05,1.2252670177615651e-09,1.26776285469532e-07,2.474921054140854e-13
2,2,1,quintic,fe_geometry,9,0.0001112520694732666,1.373896550250261e-09,2.1728919818997383e-07,3.674183920217081e-13
2,2,1,quintic,reused,9,0.0002205371856689453,2.0479246636466894e-10,4.307366907596588e-07,6.505127322362025e-13
2,2,1,quintic,reused_centered,9,0.00025337934494018555,1.9397662383671949e-10,4.948815330862999e-07,7.282100577170527e-13
2,2,1,quintic,recursive,10,5671353747.597025,0.6786187947419495,5538431.39413772,0.6724997338676061
2,2,1,quintic,direct,10,0.0016565322875976562,1.688922726907013e-09,1.6177073121070862e-06,2.380937151939134e-13
2,2,1,quintic,fe_geometry,10,0.00250244140625,2.2681393436905804e-09,2.4437904357910156e-06,3.639662152685227e-13
2,2,1,quintic,reused,10,0.006812095642089844,3.2813169852913717e-10,6.652437150478363e-06,8.200668259536162e-13
2,2,1,quintic,reused_centered,10,0.007879257202148438,2.674425137482504e-10,7.694587111473083e-06,9.331525917472219e-13
2,8,1,constant,recursive,1,9.772815502677013e-14,9.772815502677013e-14,1.2216019378346266e-14,nan
2,8,1,constant,direct,1,1.1859288512093544e-13,1.1859288512093544e-13,1.482411064011693e-14,nan
2,8,1,constant,fe_geometry,1,1.1859288512093112e-13,1.1859288512093112e-13,1.482411064011639e-14,nan
2,8,1,constant,reused,1,6.65518220457328e-15,6.65518220457328e-15,8.3189777557166e-16,nan
2,8,1,constant,reused_centered,1,2.841315187058541e-14,2.841315187058541e-14,3.551643983823176e-15,nan
2,8,1,constant,recursive,2,1.0684022526287287e-11,1.0684022526287287e-11,1.6693785197323886e-13,nan
2,8,1,constant,direct,2,9.918037796340467e-12,9.918037796340467e-12,1.549693405678198e-13,nan
2,8,1,constant,fe_geometry,2,9.918037796340107e-12,9.918037796340107e-12,1.5496934056781417e-13,nan
2,8,1,constant,reused,2,8.930585479944958e-13,8.930585479944958e-13,1.3954039812413996e-14,nan
2,8,1,constant,reused_centered,2,2.0571883680469232e-12,2.0571883680469232e-12,3.2143568250733176e-14,nan
2,8,1,constant,recursive,3,7.227091090041185e-10,7.227091090041185e-10,1.411541228523669e-12,nan
2,8,1,constant,direct,3,6.420575763538648e-10,6.420575763538648e-10,1.2540187038161422e-12,nan
2,8,1,constant,fe_geometry,3,6.420575763537979e-10,6.420575763537979e-10,1.2540187038160116e-12,nan
2,8,1,constant,reused,3,7.069196912759558e-11,7.069196912759558e-11,1.3807025220233511e-13,nan
2,8,1,constant,reused_centered,3,7.566431137763071e-11,7.566431137763071e-11,1.4778185815943498e-13,nan
2,8,1,constant,recursive,4,4.721723783699931e-08,4.721723783699931e-08,1.152764595629866e-11,nan
2,8,1,constant,direct,4,2.2083897769332313e-08,2.2083897769332313e-08,5.391576603840897e-12,nan
2,8,1,constant,fe_geometry,4,2.2083897769325878e-08,2.2083897769325878e-08,5.391576603839326e-12,nan
2,8,1,constant,reused,4,2.869969942407961e-09,2.869969942407961e-09,7.006762554706936e-13,nan
2,8,1,constant,reused_centered,4,2.6901923510626274e-09,2.6901923510626274e-09,6.567852419586493e-13,nan
2,8,1,constant,recursive,5,3.001484385524343e-06,3.001484385524343e-06,9.159803422620676e-11,nan
2,8,1,constant,direct,5,1.4278993804624624e-06,1.4278993804624624e-06,4.3576030897902295e-11,nan
2,8,1,constant,fe_geometry,5,1.427899380462275e-06,1.427899380462275e-06,4.3576030897896576e-11,nan
2,8,1,constant,reused,5,1.0699929408439062e-07,1.0699929408439062e-07,3.265359316540241e-12,nan
2,8,1,constant,reused_centered,5,1.2736217411638777e-07,1.2736217411638777e-07,3.886785098766717e-12,nan
2,8,1,constant,recursive,6,0.0001993730189142124,0.0001993730189142124,7.605477100914475e-10,nan
2,8,1,constant,direct,6,5.237469657142497e-05,5.237469657142497e-05,1.997936117989539e-10,nan
2,8,1,constant,fe_geometry,6,5.23746965714062e-05,5.23746965714062e-05,1.9979361179888229e-10,nan
2,8,1,constant,reused,6,3.7071491343268126e-06,3.7071491343268126e-06,1.4141651665980578e-11,nan
2,8,1,constant,reused_centered,6,9.2213628503722e-06,9.2213628503722e-06,3.517670765065079e-11,nan
2,8,1,constant,recursive,7,0.012246539981845932,0.012246539981845932,5.839605322764364e-09,nan
2,8,1,constant,direct,7,0.0012427803269796278,0.0012427803269796278,5.926038393877162e-10,nan
2,8,1,constant,fe_geometry,7,0.001242780326978906,0.001242780326978906,5.92603839387372e-10,nan
2,8,1,constant,reused,7,0.00020424092638965635,0.00020424092638965635,9.738966292841737e-11,nan
2,8,1,constant,reused_centered,7,0.00033916586389174877,0.00033916586389174877,1.6172688669764937e-10,nan
2,8,1,constant,recursive,8,0.46454954507349927,0.46454954507349927,2.768931061467524e-08,nan
2,8,1,constant,direct,8,0.05708322965338265,0.05708322965338265,3.4024256261219175e-09,nan
2,8,1,constant,fe_geometry,8,0.05708322965331218,0.05708322965331218,3.402425626117717e-09,nan
2,8,1,constant,reused,8,0.0069546479358981094,0.0069546479358981094,4.1452931975711044e-10,nan
2,8,1,constant,reused_centered,8,0.01086643959688348,0.01086643959688348,6.476902721454788e-10,nan
2,8,1,constant,recursive,9,15.79008596430904,15.79008596430904,1.176453081094402e-07,nan
2,8,1,constant,direct,9,1.2580430732369636,1.2580430732369636,9.373151311553744e-09,nan
2,8,1,constant,fe_geometry,9,1.2580430732330177,1.2580430732330177,9.373151311524344e-09,nan
2,8,1,constant,reused,9,0.22281800664085427,0.22281800664085427,1.6601235169235935e-09,nan
2,8,1,constant,reused_centered,9,0.20335695780257143,0.20335695780257143,1.5151274040532964e-09,nan
2,8,1,constant,recursive,10,302.3946081655344,302.3946081655344,2.816269250265643e-07,nan
2,8,1,constant,direct,10,32.915430700350434,32.915430700350434,3.065488366442773e-08,nan
2,8,1,constant,fe_geometry,10,32.91543070033583,32.91543070033583,3.065488366441413e-08,nan
2,8,1,constant,reused,10,4.019982647420739,4.019982647420739,3.74390058910543e-09,nan
2,8,1,constant,reused_centered,10,4.180587989276663,4.180587989276663,3.8934759695796886e-09,nan
2,8,1,quintic,recursive,1,4.3934079367591305e-08,4.3934079367591305e-08,5.491759920948913e-09,2.4286157484043317e-07
2,8,1,quintic,direct,1,4.517219931443606e-15,4.517219931443606e-15,5.646524914304507e-16,2.988500367879125e-14
2,8,1,quintic,fe_geometry,1,9.922618282587337e-15,9.922618282587337e-15,1.240327285323417e-15,5.5683889692852705e-14
2,8,1,quintic,reused,1,6.938893903907228e-16,6.938893903907228e-16,8.673617379884035e-17,5.788629792468447e-15
2,8,1,quintic,reused_centered,1,3.7470027081099033e-16,3.7470027081099033e-16,4.683753385137379e-17,3.1095132732295134e-15
2,8,1,quintic,recursive,2,9.968000894033935e-06,9.968000894033935e-06,1.5575001396928023e-07,6.494967825438029e-06
2,8,1,quintic,direct,2,1.9079182678183315e-13,1.9079182678183315e-13,2.981122293466143e-15,1.5820187692347626e-13
2,8,1,quintic,fe_geometry,2,3.8566372317916375e-13,3.8566372317916375e-13,6.025995674674434e-15,3.2542444158203543e-13
2,8,1,quintic,reused,2,4.427014310692812e-14,4.427014310692812e-14,6.917209860457518e-16,3.939719119562063e-14
2,8,1,quintic,reused_centered,2,9.603429163007604e-15,9.603429163007604e-15,1.5005358067199381e-16,9.33000538215333e-15
2,8,1,quintic,recursive,3,0.001059560178923169,0.0008059888005286965,2.0694534744593145e-06,8.717119884407296e-05
2,8,1,quintic,direct,3,1.1214473794041169e-11,1.1214473794041169e-11,2.1903269128986658e-14,1.2878936109215323e-12
2,8,1,quintic,fe_geometry,3,1.4540924020423063e-11,1.4540924020423063e-11,2.8400242227388794e-14,1.5620464444795038e-12
2,8,1,quintic,reused,3,1.20525811553307e-12,6.100675520315235e-13,2.3540197569005272e-15,1.7865059147233927e-13
2,8,1,quintic,reused_centered,3,5.240252676230739e-13,5.110356582349596e-13,1.0234868508263162e-15,8.13600890650222e-14
2,8,1,quintic,recursive,4,0.0647878082590978,0.005863960708823383,1.58173360007563e-05,0.0006865082979083662
2,8,1,quintic,direct,4,3.669107240256153e-10,2.5026915345118843e-10,8.957781348281624e-14,5.804018953170613e-12
2,8,1,quintic,fe_geometry,4,4.279390175554454e-10,3.3562775475592055e-10,1.0447729920787241e-13,6.907195598417445e-12
2,8,1,quintic,reused,4,7.180744887591572e-11,1.0513687226257091e-11,1.7531115448221612e-14,1.0539958510595689e-12
2,8,1,quintic,reused_centered,4,3.346656285430072e-11,1.3310078527812278e-11,8.170547571850761e-15,5.084477634325965e-13
2,8,1,quintic,recursive,5,2.2336346791224315,0.025385403212723454,6.816512082282811e-05,0.0034880604283149606
2,8,1,quintic,direct,5,2.5518468227403446e-08,4.86961036313379e-09,7.787618477601149e-13,5.0527442712146475e-11
2,8,1,quintic,fe_geometry,5,2.988387493019218e-08,5.702647422010452e-09,9.119834878598687e-13,5.733930899829513e-11
2,8,1,quintic,reused,5,2.1161099539313e-09,2.5095600296279763e-10,6.45785508401886e-14,5.275690849280143e-12
2,8,1,quintic,reused_centered,5,2.133323739883508e-09,4.607542715056429e-10,6.510387389781214e-14,4.47501999650231e-12
2,8,1,quintic,recursive,6,69.77994534372465,0.04629486007257147,0.00026618936669816837,0.017822071182529778
2,8,1,quintic,direct,6,9.050562397305839e-07,8.291680826937513e-08,3.452515562937103e-12,1.817987294862789e-10
2,8,1,quintic,fe_geometry,6,9.85826702049053e-07,9.031660139149416e-08,3.760630424686634e-12,2.049696217941756e-10
2,8,1,quintic,reused,6,6.099314830976255e-08,3.1250100473568847e-09,2.3267039607911127e-13,2.1026226142524725e-11
2,8,1,quintic,reused_centered,6,1.4029899375600507e-07,7.188278966924565e-09,5.351981878509715e-13,3.0494163233712226e-11
2,8,1,quintic,recursive,7,2713.39750529503,0.12991660735297822,0.001293848755500331,0.07776580089329417
2,8,1,quintic,direct,7,3.420225945660604e-05,4.51814733090249e-07,1.6308908203413984e-11,7.615503759908612e-10
2,8,1,quintic,fe_geometry,7,4.015738122120638e-05,4.5373375342714446e-07,1.9148531542399587e-11,8.663957723023228e-10
2,8,1,quintic,reused,7,2.8859630560873484e-06,6.368558717585178e-08,1.376134422343897e-12,9.13748868423697e-11
2,8,1,quintic,reused_centered,7,5.415528356422783e-06,1.332105432659835e-07,2.58232515164508e-12,1.5566841979038732e-10
2,8,1,quintic,recursive,8,89084.04369070695,0.32478396960258193,0.005309822779339966,0.2534615777043404
2,8,1,quintic,direct,8,0.0013844749079510166,6.531088585372495e-06,8.252113508886198e-11,2.7816467542657564e-09
2,8,1,quintic,fe_geometry,8,0.0015223485312674256,7.18149029528749e-06,9.073904343053255e-11,3.1397508353184452e-09
2,8,1,quintic,reused,8,0.00021951970867917225,1.0355569865406058e-06,1.3084394257019297e-11,4.983279206086794e-10
2,8,1,quintic,reused_centered,8,0.00016619676489426638,8.672075933296683e-07,9.906099134341859e-12,5.094801128320205e-10
2,8,1,quintic,recursive,9,1900281.5213991485,0.5363487386964456,0.014158200632029388,0.4661416024112744
2,8,1,quintic,direct,9,0.028226987378957347,3.835691438667871e-05,2.103074444752734e-10,5.844254932576706e-09
2,8,1,quintic,fe_geometry,9,0.028601858647789413,3.886631714268577e-05,2.131004530771778e-10,6.227966958397381e-09
2,8,1,quintic,reused,9,0.010388819072659317,1.4117094339502538e-05,7.74027338077077e-11,1.7711467042178186e-09
2,8,1,quintic,reused_centered,9,0.0030858582679229585,2.1749995013546215e-06,2.2991435735843766e-11,9.417370919111623e-10
2,8,1,quintic,recursive,10,35292240.67861326,0.7156460776464106,0.032868460452755224,0.6596897055276386
2,8,1,quintic,direct,10,0.7025719034827489,9.087013412867198e-05,6.543210740040512e-10,9.959229280489346e-09
2,8,1,quintic,fe_geometry,10,0.5947813991524527,7.692858944443921e-05,5.539333439920588e-10,9.601809724087687e-09
2,8,1,quintic,reused,10,0.2461736548711997,6.882897795454502e-05,2.2926708205714793e-10,3.8772359431656995e-09
2,8,1,quintic,reused_centered,10,0.0572043170377583,7.24066434549654e-06,5.3275671822725144e-11,1.359328191543801e-09
2,32,1,constant,recursive,1,1.151479705980552e-13,1.151479705980552e-13,3.598374081189225e-15,nan
2,32,1,constant,direct,1,4.743715404837418e-13,4.743715404837418e-13,1.482411064011693e-14,nan
2,32,1,constant,fe_geometry,1,4.743715404836743e-13,4.743715404836743e-13,1.4824110640114822e-14,nan
2,32,1,constant,reused,1,2.579427746955208e-14,2.579427746955208e-14,8.060711709235025e-16,nan
2,32,1,constant,reused_centered,1,1.1365260748234341e-13,1.1365260748234341e-13,3.5516439838232317e-15,nan
2,32,1,constant,recursive,2,8.791697713324347e-11,8.791697713324347e-11,8.585642298168307e-14,nan
2,32,1,constant,direct,2,1.5376205249287452e-10,1.5376205249287452e-10,1.5015825438757278e-13,nan
2,32,1,constant,fe_geometry,2,1.5376205249285395e-10,1.5376205249285395e-10,1.5015825438755268e-13,nan
