dimension,n,dx,dy,dz,order,method,value,stored_reference,ideal_reference,representation_error,total_error,element_scaled_error,absolute_error,scaled_error,relative_error,step_sensitivity
3,32,0,0,5,5,recursive,119.119529746273855153049225918948650360107421875,119.119372969111320073209789540059323609437210486906792434777103446988292096,119.119373619119027462887208685725190374221400652086707872725646686371672719835026058850570,6.50007707389677419145665866764784190165179915437948543239383380623835026058850570E-7,0.000156127154827690162017233223459985886021222913292127274353313628327280164973941149430,4.672323540898556692492332736454924053293111717926419463650972E-12,0.000156777162535079839436378889326750670211388093207565222896553011707904,0.00000131613488744382081926432848562972674138444340818122352908632494765558602917192676535647081,0.00000131613488744382081926432848562972674138444340818122352908632494765558602917192676535647081,4.87667837168727605499195476639775988745995749263750869167411568840467676995220202687647122E-24
3,32,0,0,5,5,direct,119.11945751799459003450465388596057891845703125,119.119372969111320073209789540059323609437210486906792434777103446988292096,119.119373619119027462887208685725190374221400652086707872725646686371672719835026058850570,6.50007707389677419145665866764784190165179915437948543239383380623835026058850570E-7,0.000083898875562571617445200235388544235630597913292127274353313628327280164973941149430,2.519753076731005157957848943928152913473936712967313018338472E-12,0.000084548883269961294864345901255309019820763093207565222896553011707904,7.09782809987469871081227165076193891256935229896756625676228791701728948570008418798123372E-7,7.09782809987469871081227165076193891256935229896756625676228791701728948570008418798123372E-7,4.87667837168727605499195476639775988745995749263750869167411568840467676995220202687647122E-24
3,32,0,0,5,5,fe_geometry,119.1194575179363965844459016807377338409423828125,119.119372969111320073209789540059323609437210486906792434777103446988292096,119.119373619119027462887208685725190374221400652086707872725646686371672719835026058850570,6.50007707389677419145665866764784190165179915437948543239383380623835026058850570E-7,0.000083898817369121558692995012543466720982160413292127274353313628327280164973941149430,2.519751342431045654777904701537832771907019412743008819119722E-12,0.000084548825076511236112140678410231505172325593207565222896553011707904,7.09782321456942818674157263583296869608713606926411756616467694003190276573554737602879369E-7,7.09782321456942818674157263583296869608713606926411756616467694003190276573554737602879369E-7,4.87667837168727605499195476639775988745995749263750869167411568840467676995220202687647122E-24
3,32,0,0,5,5,reused,119.119370227728495592600665986537933349609375,119.119372969111320073209789540059323609437210486906792434777103446988292096,119.119373619119027462887208685725190374221400652086707872725646686371672719835026058850570,6.50007707389677419145665866764784190165179915437948543239383380623835026058850570E-7,0.000003391390531870286542699187257024612025652086707872725646686371672719835026058850570,8.1699574723261866675422233052844638689962231887423309786528E-14,0.000002741382824480609123553521390259827835486906792434777103446988292096,2.30137445836914648124958554649506088540065568823125132740333190318925098431860038309942037E-8,2.30137445836914648124958554649506088540065568823125132740333190318925098431860038309942037E-8,4.87667837168727605499195476639775988745995749263750869167411568840467676995220202687647122E-24
3,32,0,0,5,5,reused_centered,119.11937291612457556766457855701446533203125,119.119372969111320073209789540059323609437210486906792434777103446988292096,119.119373619119027462887208685725190374221400652086707872725646686371672719835026058850570,6.50007707389677419145665866764784190165179915437948543239383380623835026058850570E-7,7.02994451895222630128710725042190150652086707872725646686371672719835026058850570E-7,1.579128042028701632709647961777626290527188552462372286528E-15,5.2986744505545210983044858277405960486906792434777103446988292096E-8,4.44820545850968594744832449258149237226992106165219205157095999280108685003771544722174450E-10,4.44820545850968594744832449258149237226992106165219205157095999280108685003771544722174450E-10,4.87667837168727605499195476639775988745995749263750869167411568840467676995220202687647122E-24
3,32,1,1,1,3,recursive,0.91847528246667342610720652373856864869594573974609375,0.9184752828310839884161579254425062809072530469158691161487116454158999491073015808,0.918475282814816582201131093630024648846439809792355813407939150134067725514528114446950209,1.6267406215026831812481632060813237123513302740772495281832223592773466353049791E-11,3.48143156093924569891456000150494070046262063407939150134067725514528114446950209E-10,1.11209278048386047883281748111360872549369923751437880070770248140656E-14,3.644105623089514017039376322113073071697753661487116454158999491073015808E-10,3.644105623089514017039376322113073071697753661487116454158999491073015808E-10,3.96755981484555463718822180404808350294849172850006703139125435412260935794404579316324996E-10,1.33299049161379376281446050078602515429822409329021578215424E-23
3,32,1,1,1,3,direct,0.918475284406383263302586783538572490215301513671875,0.9184752828310839884161579254425062809072530469158691161487116454158999491073015808,0.918475282814816582201131093630024648846439809792355813407939150134067725514528114446950209,1.6267406215026831812481632060813237123513302740772495281832223592773466353049791E-11,1.591566681101455689908547841368861703879519186592060849865932274485471885553049791E-9,4.80743186916024431792012392977309712755128748733913682429229751859344E-14,1.5752992748864288580960662093080484667560058838512883545841000508926984192E-9,1.5752992748864288580960662093080484667560058838512883545841000508926984192E-9,1.71512429820731584555855944720748373632888089228701354237349400429748882068705556409784324E-9,1.33299049161379376281446050078602515429822409329021578215424E-23
3,32,1,1,1,3,fe_geometry,0.91847528440562109519618161357357166707515716552734375,0.9184752828310839884161579254425062809072530469158691161487116454158999491073015808,0.918475282814816582201131093630024648846439809792355813407939150134067725514528114446950209,1.6267406215026831812481632060813237123513302740772495281832223592773466353049791E-11,1.590804512995050519943547018228717355734987936592060849865932274485471885553049791E-9,4.80510591668708400918904231618623083072349436600124619929229751859344E-14,1.5745371067800236881310653861679041186114746338512883545841000508926984192E-9,1.5745371067800236881310653861679041186114746338512883545841000508926984192E-9,1.71429447935355651183448042339784756303568076594893510941037751684207495365121436600147725E-9,1.33299049161379376281446050078602515429822409329021578215424E-23
3,32,1,1,1,3,reused,0.91847528283748147703846598233212716877460479736328125,0.9184752828310839884161579254425062809072530469158691161487116454158999491073015808,0.918475282814816582201131093630024648846439809792355813407939150134067725514528114446950209,1.6267406215026831812481632060813237123513302740772495281832223592773466353049791E-11,2.2664894837334888702102519928164987570925436592060849865932274485471885553049791E-11,1.952358588350847439459499471237716811344034988796494929229751859344E-16,6.3974886223080568896208878673517504474121338512883545841000508926984192E-12,6.3974886223080568896208878673517504474121338512883545841000508926984192E-12,6.96533564037630570112580805897313568292451423729956746498342763360969718760894615677396193E-12,1.33299049161379376281446050078602515429822409329021578215424E-23
3,32,1,1,1,3,reused_centered,0.91847528285473523101956061509554274380207061767578125,0.9184752828310839884161579254425062809072530469158691161487116454158999491073015808,0.918475282814816582201131093630024648846439809792355813407939150134067725514528114446950209,1.6267406215026831812481632060813237123513302740772495281832223592773466353049791E-11,3.9918648818429521465518094955630807883425436592060849865932274485471885553049791E-11,7.217786439026699723216693998662588732883341629421494929229751859344E-16,2.36512426034026896530364628948175707599121338512883545841000508926984192E-11,2.36512426034026896530364628948175707599121338512883545841000508926984192E-11,2.57505488122671338717992140615861610506805570556670998658584578551622461032693851604223375E-11,1.33299049161379376281446050078602515429822409329021578215424E-23
3,32,1,1,3,5,recursive,-0.041548939407715590466096955424291081726551055908203125,-0.0415671440996864483676970973157151937250154222540274024755270035968098304,-0.0415657698677852314285909423597122405785822257137468937046389171699082951388447535652097459,0.0000013742319012169391061549560029531464331965402805087708880864269015352611552464347902541,0.0000168304600696409624939869354211588520311698055437687046389171699082951388447535652097459,5.425420990841955423397389478716849823107226438605033018292068484375E-13,0.0000182046919708579016001418914241119984643663458242774755270035968098304,0.0000182046919708579016001418914241119984643663458242774755270035968098304,0.000437958689853682400620512060745563108897218414191480334376048782570230470687609419550036202,1.596683720366247618816045997896759853353461647977480192E-20
3,32,1,1,3,5,direct,-0.041588969748028760398117498198189423419535160064697265625,-0.0415671440996864483676970973157151937250154222540274024755270035968098304,-0.0415657698677852314285909423597122405785822257137468937046389171699082951388447535652097459,0.0000013742319012169391061549560029531464331965402805087708880864269015352611552464347902541,0.0000231998802435289695265558384771828409529343509503719203610828300917048611552464347902541,6.504550082180509096503520749279765641611162027675852022467971798828125E-13,0.0000218256483423120304204008824742296945197378106698631494729964031901696,0.0000218256483423120304204008824742296945197378106698631494729964031901696,0.000525069711067224050289729287940823411743320810603320155493159969658428634079653152015058067,1.596683720366247618816045997896759853353461647977480192E-20
3,32,1,1,3,5,fe_geometry,-0.041588978518708831499939293507850379683077335357666015625,-0.0415671440996864483676970973157151937250154222540274024755270035968098304,-0.0415657698677852314285909423597122405785822257137468937046389171699082951388447535652097459,0.0000013742319012169391061549560029531464331965402805087708880864269015352611552464347902541,0.0000232086509236000713483511481381391044951096439191219203610828300917048611552464347902541,6.507163948530892205892858545537578482005925070826157770453811642578125E-13,0.0000218344190223831322421961921351859580619131036386131494729964031901696,0.0000218344190223831322421961921351859580619131036386131494729964031901696,0.000525280711371937502597492451630926419449966247776292927259434738775062276059977749996139826,1.596683720366247618816045997896759853353461647977480192E-20
3,32,1,1,3,5,reused,-0.04156754069659233941091969199987943284213542938232421875,-0.0415671440996864483676970973157151937250154222540274024755270035968098304,-0.0415657698677852314285909423597122405785822257137468937046389171699082951388447535652097459,0.0000013742319012169391061549560029531464331965402805087708880864269015352611552464347902541,0.0000017708288071079823287496401671922635532036685773250453610828300917048611552464347902541,1.1819508847327328401645546085808191299650916362293793946397399609375E-14,3.965969058910432225946841642391171200071282968162744729964031901696E-7,3.965969058910432225946841642391171200071282968162744729964031901696E-7,0.00000954111509176390241363001397471434925251383368190927163784441912107079756203438536418390294,1.596683720366247618816045997896759853353461647977480192E-20
3,32,1,1,3,5,reused_centered,-0.04156790813339872325826718224561773240566253662109375,-0.0415671440996864483676970973157151937250154222540274024755270035968098304,-0.0415657698677852314285909423597122405785822257137468937046389171699082951388447535652097459,0.0000013742319012169391061549560029531464331965402805087708880864269015352611552464347902541,0.0000021382656134918296762398859054918270803109073468562953610828300917048611552464347902541,2.2769979008283930125383433775266428205799074958191051274430846875E-14,7.640337122748905700849299025386806471143670663475244729964031901696E-7,7.640337122748905700849299025386806471143670663475244729964031901696E-7,0.0000183807121904401864451190979189374430101255762449096334750435866747190711052160924761509002,1.596683720366247618816045997896759853353461647977480192E-20
